name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
Sem Graça,Haikaiss,spotify:track:4PhzFZQnhPnaqXYLAB29MT,0.262,0.689,0.608,0.0,0.138,-8.566,0.346,92.846,0.47,Nova playlist 2
Feel Good Inc.,Gorillaz,spotify:track:0d28khcov6AiegSCpG5TuT,0.00836,0.818,0.705,0.00233,0.613,-6.679,0.177,138.559,0.772,Nova playlist 2
Song 2 - 2012 Remaster,Blur,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,0.00178,0.674,0.789,0.00708,0.0753,-6.903,0.0676,129.802,0.918,Nova playlist 2
Eu Escolhi Você,Clarice Falcão,spotify:track:3qHkUT55SD03xfefpeeLP4,0.219,0.539,0.814,1.31e-05,0.077,-3.637,0.0579,157.949,0.703,Nova playlist 2
De Todos os Loucos do Mundo,Clarice Falcão,spotify:track:6SbYK3QJl07gFSNLP8vcIb,0.886,0.759,0.327,0.0,0.104,-14.039,0.0968,125.045,0.822,Nova playlist 2
Fato raro,MC Guime,spotify:track:74cY1xFEIJ0SlkRgqOhAqr,0.168,0.861,0.854,0.0,0.127,-2.468,0.03,129.93,0.793,Nova playlist 2
Máquina de Sexo,Chatuba de Mesquita,spotify:track:3BxHfbcnw4X4twKs9UvtHx,0.851,0.946,0.467,0.0,0.26,-12.882,0.661,126.141,0.898,Nova playlist 2
It Was Me,Kris Bowers,spotify:track:3GdvH4l4FyIIrAkEggf5Ws,0.519,0.451,0.232,0.68,0.0641,-11.129,0.0331,116.18,0.037,Nova playlist 2
Black,Innanet James,spotify:track:4ufogLml6D53RelfkbJYKi,0.327,0.54,0.913,0.0,0.15,-5.457,0.359,138.859,0.776,Nova playlist 2
Stand on the Word,The Joubert Singers,spotify:track:02lV01yaocKWMs8cXivapj,0.464,0.718,0.725,0.00174,0.136,-6.726,0.0419,108.225,0.342,Nova playlist 2
They're Gonna Hate Me,Kris Bowers,spotify:track:00KrmrkCIrjspkZ35upDdf,0.978,0.445,0.101,0.828,0.139,-17.076,0.0327,79.881,0.132,Nova playlist 2
I-69,Roman GianArthur,spotify:track:6OFfXWLVIPHAMhQgYTcfYi,0.663,0.723,0.507,0.00212,0.0871,-8.246,0.091,86.008,0.798,Nova playlist 2
My Dream,The Softones,spotify:track:2Xq5frbalEuTDNse40bc37,0.878,0.391,0.618,0.000223,0.133,-6.539,0.0355,126.345,0.278,Nova playlist 2
Uno,Rex Orange County,spotify:track:5cPlVbZ5GWa67mOHGitPxM,0.762,0.776,0.428,3.72e-06,0.13,-10.343,0.272,164.047,0.523,Nova playlist 2
You're Odysseus,Kris Bowers,spotify:track:3qIRvvAChzZUxm66q4e6IO,0.992,0.681,0.0978,0.966,0.114,-23.842,0.0696,179.979,0.891,Nova playlist 2
Precious Possession,Anna Wise,spotify:track:3IRtNA061dFHHnKx1Q8MRr,0.646,0.607,0.296,0.00566,0.11,-9.645,0.24,137.965,0.13,Nova playlist 2
All About Reggie,Kris Bowers,spotify:track:00qcHe4319Tc2swU20AdU2,0.466,0.579,0.697,0.0377,0.375,-6.354,0.233,145.46,0.715,Nova playlist 2
Digital Kids,Vicktor Taiwò,spotify:track:5h8UdvN8Yese7HcctGGoMZ,0.909,0.35,0.407,1.86e-05,0.153,-10.898,0.0571,147.628,0.172,Nova playlist 2
Obi Wan,Wolfie,spotify:track:745AhhZKEDi5FKrRM5oyut,0.231,0.505,0.659,0.0,0.258,-6.94,0.15,136.512,0.211,Nova playlist 2
Guilty of Love,Unloved,spotify:track:3ZvBPaWMgTFWuYt5m2VnNs,0.00397,0.562,0.716,0.9,0.247,-8.72,0.0349,105.981,0.464,Nova playlist 2
Langston Vibes,Kris Bowers,spotify:track:05yJ9BBTFp3wAkspWoRIzf,0.923,0.307,0.101,0.494,0.111,-13.653,0.0396,70.779,0.075,Nova playlist 2
Casual Encounters,James Tillman,spotify:track:5jrIb3n9HXhbC1WSoqMVzz,0.861,0.519,0.332,0.647,0.0938,-14.349,0.0821,149.986,0.175,Nova playlist 2
Sam & Gabe (Do You Want This?),Kris Bowers,spotify:track:5yTqf77SMnfilwMyFjOKGj,0.992,0.611,0.0526,0.908,0.104,-20.161,0.0721,116.48,0.142,Nova playlist 2
Pop 100,Rei da Cacimbinha,spotify:track:0X0blA7A7B5wtpviXfMJMf,0.533,0.8,0.956,0.000485,0.288,-3.767,0.185,140.008,0.828,Nova playlist 2
Morena,Scracho,spotify:track:3lMGhsGVaAO37AKy5CV8HB,0.0355,0.731,0.617,0.000102,0.147,-6.975,0.0428,139.983,0.417,Nova playlist 2
Boa Sorte / Good Luck (feat. Ben Harper),Vanessa Da Mata,spotify:track:6A3Q8BVAAI2PW1s6MX4ZGF,0.323,0.78,0.566,0.000463,0.0814,-9.289,0.05,111.019,0.281,Nova playlist 2
Trem-Bala - Acústico,Ana Vilela,spotify:track:66O1SfDryBYk9i3RcV5AXq,0.794,0.406,0.345,0.0,0.113,-9.631,0.0303,96.931,0.517,Nova playlist 2
DUCKWORTH.,Kendrick Lamar,spotify:track:0CA3A2LhGO9cdx6z5EETy2,0.0457,0.549,0.736,0.0,0.267,-6.883,0.681,177.021,0.627,Nova playlist 2
BLOOD.,Kendrick Lamar,spotify:track:3ZFwFe104aquLWAwagKgtg,0.133,0.513,0.237,0.0938,0.521,-16.683,0.24,78.563,0.447,Nova playlist 2
DNA.,Kendrick Lamar,spotify:track:4cGeMgLcykDLAazHFpbZbU,0.00402,0.636,0.517,0.0,0.0874,-6.759,0.36,139.928,0.394,Nova playlist 2
YAH.,Kendrick Lamar,spotify:track:22uyC54d6XAPRTlc6IchaP,0.613,0.689,0.694,0.0,0.222,-7.913,0.185,70.041,0.614,Nova playlist 2
ELEMENT.,Kendrick Lamar,spotify:track:6rZssCJPEdQnyeEdNLKsr8,0.219,0.73,0.686,0.0,0.211,-4.713,0.491,189.889,0.459,Nova playlist 2
FEEL.,Kendrick Lamar,spotify:track:7Lb4aeK6E6QjNBIxxHQGek,0.146,0.733,0.785,0.0,0.134,-8.368,0.351,109.932,0.486,Nova playlist 2
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,spotify:track:7zjRBaNkVjk1vZ8JqxQIXO,0.021,0.681,0.523,0.0,0.178,-8.963,0.0542,110.812,0.473,Nova playlist 2
PRIDE.,Kendrick Lamar,spotify:track:5AL46kwqlBX7qWP3qUppJe,0.0817,0.667,0.533,8.03e-06,0.152,-7.005,0.0562,138.865,0.392,Nova playlist 2
LOVE. FEAT. ZACARI.,Kendrick Lamar,spotify:track:5WkPWduQVV8fh7pppm1fqg,0.289,0.801,0.58,0.0,0.153,-7.311,0.1,126.062,0.777,Nova playlist 2
XXX. FEAT. U2.,Kendrick Lamar,spotify:track:73HCBO1XCKxNMTZLTFgs8A,0.147,0.573,0.627,1.67e-06,0.111,-7.02,0.431,170.1,0.29,Nova playlist 2
FEAR.,Kendrick Lamar,spotify:track:3SP0MlWYfu7xt1ZfMqBxh9,0.616,0.586,0.474,1.04e-05,0.613,-7.063,0.274,149.967,0.455,Nova playlist 2
GOD.,Kendrick Lamar,spotify:track:7ILDKRd8vc3qB749vDvuJd,0.0375,0.707,0.553,0.0,0.274,-5.935,0.0827,132.961,0.237,Nova playlist 2
HUMBLE.,Kendrick Lamar,spotify:track:7ujx3NYtwO2LkmKGz59mXp,0.000243,0.906,0.625,3.23e-05,0.0975,-6.779,0.0903,150.018,0.423,Nova playlist 2
LUST.,Kendrick Lamar,spotify:track:5BniTxgyzl4kPkXdiAAiEV,0.199,0.696,0.552,0.0,0.111,-9.371,0.511,94.126,0.632,Nova playlist 2
K.O.,Pabllo Vittar,spotify:track:1J0iYsJuVhqfDhBoSLuO9A,0.505,0.689,0.713,0.0,0.0846,-4.34,0.0398,155.04,0.922,Nova playlist 2
Nêga,Pabllo Vittar,spotify:track:4NFClFhE64d3SWLR9eyPWG,0.316,0.876,0.806,0.0,0.154,-3.559,0.103,130.006,0.26,Nova playlist 2
Wonderwall - Remastered,Oasis,spotify:track:5qqabIl2vWzo9ApSC317sa,0.000452,0.378,0.896,0.0,0.194,-4.066,0.0407,174.302,0.469,Nova playlist 2
Alright,Supergrass,spotify:track:5xC8uOesnn0udeXAYlAnoY,0.000479,0.467,0.958,0.199,0.299,-4.808,0.0775,145.92,0.701,Nova playlist 2
Tubthumping,Chumbawamba,spotify:track:22HYEJveCvykVDHDiEEmjZ,0.128,0.348,0.88,0.0,0.357,-7.366,0.0978,101.185,0.606,Nova playlist 2
Sua Amiga Vou Pegar,MC WM,spotify:track:2Q4zHSJgtlc9mWoWQXpSJX,0.0779,0.931,0.415,0.0,0.364,-6.159,0.395,130.033,0.699,Nova playlist 2
Homem primata,Titãs,spotify:track:6L7VshJ2hM5fATDIWtGWVt,0.00955,0.636,0.731,5.99e-06,0.0226,-12.533,0.0314,81.422,0.933,Nova playlist 2
Nails,Alaska Thunderfuck,spotify:track:6LJjk8AJjvdzuXPCX181Ga,0.00109,0.834,0.718,0.00193,0.115,-6.572,0.228,129.983,0.659,Nova playlist 2
Pan Pan Pan Pan,DENNIS,spotify:track:30DpyWMhzhTWd9lV8mVV7t,0.455,0.955,0.86,0.0112,0.0745,-4.109,0.046,129.991,0.729,Nova playlist 2
Tudo Que Ela Gosta De Escutar,Charlie Brown Jr.,spotify:track:3JBxvaIwVEpYtjpbt3ZjqD,0.118,0.859,0.662,1.67e-05,0.0246,-2.611,0.0472,115.384,0.915,Nova playlist 2
Jonathan,Jonjon,spotify:track:4FzmvHmoFXV4EFctf0o5YX,0.0181,0.879,0.47,0.000235,0.268,-9.065,0.0557,126.971,0.77,Nova playlist 2
Somewhere Only We Know,Keane,spotify:track:5LOaKdW9D2Gl9neAN94NbR,0.0575,0.445,0.59,1.08e-05,0.0832,-6.747,0.0258,172.016,0.334,Nova playlist 2
Nêga,Pabllo Vittar,spotify:track:1P85f6JuFXI0gsIlDlGnBn,0.316,0.876,0.806,0.0,0.154,-3.559,0.103,130.006,0.26,Nova playlist 2
Irregular,Pabllo Vittar,spotify:track:09hgfjFdBsWb6cGMdloQMp,0.0696,0.507,0.739,0.000132,0.0955,-5.535,0.039,99.932,0.081,Nova playlist 2
Corpo Sensual,Pabllo Vittar,spotify:track:4BcWcZoludxrNoPUw5napp,0.119,0.717,0.918,0.0,0.0751,-2.638,0.0482,153.983,0.962,Nova playlist 2
Tara,Pabllo Vittar,spotify:track:7nvlKdzkw3EJ8DsaN8YjZ1,0.128,0.683,0.646,6.26e-05,0.0713,-6.682,0.081,93.966,0.574,Nova playlist 2
Todo Dia,Pabllo Vittar,spotify:track:3iDY4SzUHPkC3WTXpfxXJG,0.0683,0.803,0.657,0.0,0.127,-5.136,0.0455,130.013,0.128,Nova playlist 2
Então Vai,Pabllo Vittar,spotify:track:31DEFJYOtrBjIKdTF5Ea9g,0.1,0.737,0.786,0.0,0.12,-4.908,0.0817,94.026,0.363,Nova playlist 2
Pode Apontar,Pabllo Vittar,spotify:track:2pzyyL79A1VT0EQWEJ4TQu,0.172,0.511,0.661,0.000338,0.106,-7.318,0.138,129.448,0.429,Nova playlist 2
Indestrutível,Pabllo Vittar,spotify:track:0fBAAxkdQryPR4zJDxH5y5,0.851,0.653,0.282,0.0,0.111,-8.068,0.0355,115.212,0.116,Nova playlist 2
Amei Te Ver,TIAGO IORC,spotify:track:4owo0j5bw45IqiHxsTzcd6,0.0582,0.772,0.588,1.79e-06,0.335,-7.201,0.0314,90.034,0.668,Nova playlist 2
Coisa Linda,TIAGO IORC,spotify:track:6o0rGxp5tdtX8cmqXwVIwE,0.405,0.634,0.489,0.00819,0.097,-9.325,0.0279,93.969,0.202,Nova playlist 2
Elevação Mental,Triz,spotify:track:71Ue3Lt28PnBfJkTW0RJND,0.714,0.641,0.557,0.0,0.31,-7.915,0.366,80.47,0.486,Nova playlist 2
Human,Rag'n'Bone Man,spotify:track:58zsLZPvfflaiIbNWoA22O,0.393,0.602,0.707,0.0,0.165,-4.097,0.302,75.087,0.554,Nova playlist 2
and,EDEN,spotify:track:7bnGI5lWgkK2o3jxLylXAb,0.96,0.284,0.266,0.0671,0.537,-13.308,0.0357,95.337,0.0765,Nova playlist 2
Wake Up,EDEN,spotify:track:3gcT0qbO6Lha9cLpJlZELy,0.881,0.387,0.376,0.0,0.851,-6.743,0.0338,116.667,0.395,Nova playlist 2
I'm an Albatraoz,AronChupa,spotify:track:5MhsZlmKJG6X5kTHkdwC4B,0.601,0.883,0.817,0.00449,0.11,-5.414,0.235,128.078,0.595,Nova playlist 2
Automaticamente,DENNIS,spotify:track:6AaoEX192rJ6o3UFwG43sV,0.0192,0.918,0.907,3.36e-06,0.0637,0.04,0.0812,132.076,0.839,Nova playlist 2
Paraíso,Lucas Lucco,spotify:track:7u9maPG2E4cN9qChpe80qm,0.197,0.482,0.657,0.0,0.162,-8.305,0.328,94.043,0.314,Nova playlist 2
Imaturo,Jão,spotify:track:3pGTULhIlK8hYLD7ZQzijS,0.777,0.586,0.539,0.0,0.189,-4.824,0.0857,129.776,0.673,Nova playlist 2
Ressaca,Jão,spotify:track:27IMV2HpAnXqGSzWwYyFTY,0.297,0.515,0.576,0.0,0.444,-6.279,0.0952,119.923,0.475,Nova playlist 2
Álcool,Jão,spotify:track:2cG9LK1VfHlJ5lHto9AgNm,0.223,0.745,0.688,1.15e-05,0.173,-5.804,0.0379,104.0,0.512,Nova playlist 2
Monomania,Clarice Falcão,spotify:track:7kIU2N7KyDpyFTmgunErGL,0.473,0.718,0.347,0.0,0.457,-11.19,0.044,110.959,0.583,Nova playlist 2
Felicidade,Marcelo Jeneci,spotify:track:7wqojWtf69NNjw3P5wMst6,0.61,0.65,0.499,0.00101,0.104,-9.464,0.0286,110.297,0.753,Nova playlist 2
Under Pressure - Remastered 2011,Queen,spotify:track:2fuCquhmrzHpu5xcA1ci9x,0.429,0.671,0.712,0.0,0.103,-7.815,0.0476,113.805,0.462,Nova playlist 2
Don't Stop Me Now - Remastered 2011,Queen,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.559,0.868,0.000176,0.776,-5.276,0.17,156.295,0.609,Nova playlist 2
Bohemian Rhapsody - Remastered 2011,Queen,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,0.271,0.414,0.404,0.0,0.3,-9.928,0.0499,71.105,0.224,Nova playlist 2
Love Of My Life - Remastered 2011,Queen,spotify:track:2yX3h3NRoMWGfnXxZlF92X,0.932,0.334,0.188,2.39e-06,0.122,-11.461,0.0289,77.96,0.223,Nova playlist 2
Alors On Danse - Radio Edit,Stromae,spotify:track:6LXRvh3S8TB5P1PKy4lY1S,0.0994,0.79,0.59,0.00203,0.065,-9.206,0.0793,119.951,0.714,Nova playlist 2
Transplante,Marília Mendonça,spotify:track:6uyMtLQXZ8amkLyv5l7F7O,0.607,0.663,0.703,0.0,0.132,-4.394,0.0386,107.562,0.651,Nova playlist 2
Love Lies (with Normani),Khalid,spotify:track:45Egmo7icyopuzJN0oMEdk,0.0956,0.708,0.648,0.0,0.134,-5.626,0.0449,143.955,0.338,Nova playlist 2
Call Out My Name,The Weeknd,spotify:track:4MPTj8lMMvxLwT3EwuXFop,0.211,0.449,0.599,0.0,0.327,-4.892,0.0369,134.144,0.165,Nova playlist 2
Black Panther,Kendrick Lamar,spotify:track:3vKU0GTHo5nl3kTCYAiqc3,0.62,0.612,0.588,3.85e-06,0.264,-9.355,0.355,90.251,0.48,Nova playlist 2
All The Stars (with SZA),Kendrick Lamar,spotify:track:2Imq77E6CEJR5TPUxlJvTY,0.0548,0.532,0.642,0.000246,0.0991,-4.891,0.111,193.016,0.536,Nova playlist 2
X (with 2 Chainz & Saudi),ScHoolboy Q,spotify:track:4iEpZuwhEuoilKaZjXQPbF,0.0211,0.763,0.468,0.0,0.26,-8.476,0.278,131.004,0.351,Nova playlist 2
Opps (with Yugen Blakrok),Vince Staples,spotify:track:0Pw6Gg8QChw5iSRRSrcWXP,0.152,0.708,0.785,8.18e-05,0.406,-6.809,0.322,128.074,0.854,Nova playlist 2
I Am,Jorja Smith,spotify:track:50qLAF3XgfhtaCGDKT4Kks,0.128,0.532,0.595,6.05e-05,0.204,-5.751,0.267,73.348,0.321,Nova playlist 2
Paramedic!,SOB X RBE,spotify:track:4Rz2oMtjx93aWs2g6JSHys,0.16,0.858,0.647,0.0,0.143,-5.398,0.143,97.047,0.466,Nova playlist 2
Bloody Waters (with Anderson .Paak & James Blake),Ab-Soul,spotify:track:0YOXGfOvoxzAl9XkxH8eEK,0.198,0.5,0.61,0.0,0.165,-8.812,0.453,180.457,0.195,Nova playlist 2
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,spotify:track:4jO6mPzrEfpNvVddyo5eBW,0.00109,0.562,0.738,0.0,0.162,-4.641,0.32,81.809,0.39,Nova playlist 2
Redemption Interlude,Zacari,spotify:track:0bi1T5Y9aXT4JAOOU2NLcV,0.633,0.391,0.442,2.35e-05,0.0835,-13.558,0.139,115.501,0.148,Nova playlist 2
Redemption (with Babes Wodumo),Zacari,spotify:track:4YMHk2VRIQpRv4aFtRzH12,0.139,0.782,0.762,0.0188,0.124,-7.143,0.0953,125.065,0.689,Nova playlist 2
Seasons (with Sjava & Reason),Mozzy,spotify:track:5eXvs6ntCNRWDXWKe7Ho2w,0.275,0.653,0.546,0.0,0.126,-6.774,0.367,126.857,0.302,Nova playlist 2
Big Shot (with Travis Scott),Kendrick Lamar,spotify:track:5A4anUcHrgnqH9UorW9XbG,0.00699,0.859,0.479,0.0,0.0979,-9.07,0.217,130.06,0.298,Nova playlist 2
Pray For Me (with Kendrick Lamar),The Weeknd,spotify:track:4FKqLfrZNloY0vp8Pxjz6c,0.0902,0.73,0.673,2.55e-05,0.104,-4.997,0.13,100.534,0.161,Nova playlist 2
Someone Like You,Adele,spotify:track:6QPKYGnAW9QozVz2dSWqRg,0.893,0.554,0.321,0.0,0.0996,-8.251,0.028,135.047,0.288,Nova playlist 2
Good Morning,Kanye West,spotify:track:6ksv4PtmfcY56riQEX1mTK,0.0791,0.48,0.631,0.000105,0.149,-5.488,0.116,84.164,0.515,Nova playlist 2
Intro,J. Cole,spotify:track:52Hq1nvCDDZ17dhgGWLnCI,0.811,0.513,0.28,7.48e-05,0.087,-16.708,0.0441,111.456,0.545,Nova playlist 2
KOD,J. Cole,spotify:track:7yotKA30dwTKNEGomV9ZsI,0.21,0.823,0.783,0.0,0.113,-6.274,0.154,141.882,0.199,Nova playlist 2
Photograph,J. Cole,spotify:track:0bhnUFDQFCEHCBlsQfHnj5,0.0299,0.691,0.487,0.0,0.0868,-6.416,0.268,104.98,0.358,Nova playlist 2
The Cut Off (feat. kiLL edward),J. Cole,spotify:track:3rFF7kSm5qBOOPs6ljFgPp,0.186,0.734,0.543,0.0,0.372,-7.979,0.4,78.168,0.336,Nova playlist 2
ATM,J. Cole,spotify:track:2UciqgwVDwro0fev3MFbxJ,0.115,0.772,0.498,0.0,0.0898,-7.661,0.649,81.817,0.351,Nova playlist 2
Motiv8,J. Cole,spotify:track:1AT4xjNarTswd0UZ5FlmKF,0.135,0.869,0.385,0.0,0.0931,-7.801,0.297,149.897,0.596,Nova playlist 2
Kevin’s Heart,J. Cole,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,0.482,0.829,0.527,0.0,0.631,-6.644,0.367,116.079,0.475,Nova playlist 2
BRACKETS,J. Cole,spotify:track:5sWbwccBcyHsg5LEKWGZo9,0.188,0.678,0.567,1.67e-06,0.164,-9.148,0.261,84.039,0.658,Nova playlist 2
Once an Addict - Interlude,J. Cole,spotify:track:0Px86mRlxdB3YqpK6KXWlr,0.626,0.623,0.473,0.0,0.119,-8.336,0.461,84.066,0.138,Nova playlist 2
FRIENDS (feat. kiLL edward),J. Cole,spotify:track:6onwlDmIVKE8bBgyBRSuS0,0.101,0.715,0.652,0.0,0.11,-7.909,0.396,109.28,0.498,Nova playlist 2
Window Pain - Outro,J. Cole,spotify:track:5Lgqu1th1KqlG97OF2gWGe,0.0607,0.719,0.626,0.0,0.0728,-9.351,0.397,75.032,0.179,Nova playlist 2
1985 - Intro to “The Fall Off”,J. Cole,spotify:track:7EulRO07ZgchxqKUHb8Pvc,0.145,0.679,0.648,0.0,0.182,-5.892,0.445,94.378,0.635,Nova playlist 2
Ultralight Beam,Kanye West,spotify:track:0Wi7iEDGFY7I7NkYU6gS4n,0.627,0.672,0.397,0.0,0.54,-8.804,0.381,105.71,0.372,Nova playlist 2
Pretty Life,Terrell Morris,spotify:track:2JMBGoth0men5HnRnZzIPH,0.0776,0.377,0.44,0.0,0.0988,-9.971,0.106,75.276,0.38,Nova playlist 2
Sweater Weather,The Neighbourhood,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053,0.398,Nova playlist 2
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,0.0319,0.646,0.795,0.0,0.267,-3.293,0.0976,89.99,0.796,Nova playlist 2
Caetano Veloso,Johnny Hooker,spotify:track:0TKvsdDNWOhCEQleC8B1F8,0.485,0.884,0.5,9.58e-06,0.0732,-6.737,0.0533,97.975,0.75,Nova playlist 2
Sentimental,Los Hermanos,spotify:track:6Zv4HVHfadVo3JQSSbwY7r,0.124,0.646,0.384,0.0113,0.112,-10.214,0.0287,128.009,0.241,Nova playlist 2
Ti Amo,Phoenix,spotify:track:62V5xyu3AMDqaQu7Ck46Fm,0.00426,0.625,0.7,0.0949,0.0737,-6.809,0.0402,121.081,0.859,Nova playlist 2
Eu Não Sou Seu Lixo,Johnny Hooker,spotify:track:50z6C3DC3n8hYrgYtzUZ3i,0.141,0.682,0.727,6.89e-06,0.13,-5.332,0.0396,91.004,0.316,Nova playlist 2
Pra Você Dar o Nome,5 a Seco,spotify:track:1AqJft5Jpmc2ob71KRL562,0.911,0.473,0.261,6.07e-05,0.886,-12.826,0.0305,104.133,0.169,Nova playlist 2
Flutua,Johnny Hooker,spotify:track:5ZQvlEQGGW7XmgnhgJcIIJ,0.013,0.362,0.592,2.17e-06,0.111,-5.907,0.0305,164.096,0.323,Nova playlist 2
Amor Marginal,Johnny Hooker,spotify:track:7uSdpAkxgB0948bW7yjjJO,0.252,0.423,0.539,2.18e-05,0.0959,-5.722,0.0368,170.51,0.196,Nova playlist 2
Alma Sebosa,Johnny Hooker,spotify:track:0UUEYLYmrxuJgTv3j42Ie5,0.181,0.663,0.73,0.0,0.212,-5.581,0.0472,135.162,0.803,Nova playlist 2
Volta,Johnny Hooker,spotify:track:5fRUC8B4mVENgnWd3WImdw,0.0809,0.55,0.787,0.0159,0.281,-5.316,0.0417,135.955,0.534,Nova playlist 2
Poeira de Estrelas,Johnny Hooker,spotify:track:3ouy8mXH5rFiztH3L4OOEX,0.0549,0.583,0.696,2.11e-05,0.283,-5.584,0.0326,125.042,0.498,Nova playlist 2
Habits (Stay High),Tove Lo,spotify:track:18AJRdgUoO9EYn11N7xzaT,0.0703,0.733,0.65,6.59e-05,0.0829,-3.539,0.0315,110.003,0.348,Nova playlist 2
Despedida,Selvagens à Procura de Lei,spotify:track:4N4EYC0eF7ix4qh9GkeK2q,0.156,0.284,0.856,0.0,0.109,-6.325,0.146,155.96,0.444,Nova playlist 2
Beach In Hawaii,Ziggy Marley,spotify:track:1ZPsdTkzhDeHjA5c2Rnt2I,0.211,0.807,0.458,9.01e-06,0.0839,-9.594,0.0361,100.959,0.874,Nova playlist 2
Laranja,Maria Gadú,spotify:track:5rSO4vLLJU6i6mQ5kYQWVq,0.443,0.824,0.479,3.16e-05,0.137,-9.649,0.0381,97.918,0.546,Nova playlist 2
rockstar (feat. 21 Savage),Post Malone,spotify:track:0e7ipj03S05BNilyu5bRzt,0.124,0.585,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,0.129,Nova playlist 2
Candy Paint,Post Malone,spotify:track:32lItqlMi4LBhb4k0BaSaC,0.64,0.664,0.667,1.22e-06,0.0753,-5.941,0.154,180.064,0.381,Nova playlist 2
Young Dumb & Broke,Khalid,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.199,0.799,0.539,1.66e-05,0.165,-6.351,0.0421,136.948,0.394,Nova playlist 2
goosebumps,Travis Scott,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,0.43,Nova playlist 2
Não,Tim Bernardes,spotify:track:7EaxLW81WCgYuHSu6UBcMa,0.822,0.438,0.0928,0.0,0.118,-13.709,0.0416,143.49,0.194,Nova playlist 2
Pretty When You Cry,Lana Del Rey,spotify:track:69xuw3onPBPPxQhfPos66Q,0.384,0.509,0.549,0.0,0.36,-6.539,0.0422,109.446,0.178,Nova playlist 2
Volta,O Terno,spotify:track:4Qq8rERaPWkDuZsvSWR9LL,0.967,0.387,0.154,0.000113,0.113,-11.68,0.0405,83.347,0.306,Nova playlist 2
Ben,Rubel,spotify:track:1D2zMVjZm6GUfw2pfZQEHL,0.913,0.521,0.279,2.89e-05,0.136,-11.19,0.0331,110.308,0.339,Nova playlist 2
Pense em mim,Leandro & Leonardo,spotify:track:4ssp6JVBVnlHTjMPSl7uLD,0.187,0.504,0.599,0.0,0.0693,-8.927,0.0351,149.743,0.73,Nova playlist 2
Evidências - Ao Vivo,Chitãozinho & Xororó,spotify:track:0BZRfv6g7f9rzEMNVxiwSq,0.453,0.375,0.601,0.0,0.934,-7.614,0.0433,98.625,0.298,Nova playlist 2
Sex on Fire,Kings of Leon,spotify:track:5A1FmxbYVRZKy4nc16MAue,0.00172,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0.374,Nova playlist 2
Fix You,Coldplay,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,0.164,0.209,0.417,0.00196,0.113,-8.74,0.0338,138.178,0.124,Nova playlist 2
Yellow,Coldplay,spotify:track:3AJwUDP919kvQ9QcozQPxg,0.00239,0.429,0.661,0.000121,0.234,-7.227,0.0281,173.372,0.285,Nova playlist 2
Evidências,Chitãozinho & Xororó,spotify:track:6JXWKlylznhLTDdyYO6iwC,0.231,0.498,0.905,0.0,0.924,-3.032,0.0442,99.047,0.354,Nova playlist 2
Location,Khalid,spotify:track:152lZdxL1OR0ZMW6KquMif,0.33,0.736,0.449,0.000162,0.0898,-11.462,0.425,80.126,0.326,Nova playlist 2
Saved,Khalid,spotify:track:248OFOZef6ShXv6DGgbnxU,0.189,0.739,0.448,0.0,0.118,-10.28,0.138,81.044,0.553,Nova playlist 2
Coaster,Khalid,spotify:track:39KG4kom3enSx4GTThuDGt,0.935,0.441,0.219,0.0,0.115,-14.586,0.0419,94.021,0.244,Nova playlist 2
Hopeless,Khalid,spotify:track:3JTtZUOiZljuWbNiasfHB6,0.643,0.785,0.702,0.0,0.175,-4.517,0.0464,116.021,0.569,Nova playlist 2
8TEEN,Khalid,spotify:track:5bgwqaRSS3M8WHWruHgSL5,0.225,0.83,0.585,0.00209,0.0576,-5.802,0.0366,105.03,0.642,Nova playlist 2
Psycho (feat. Ty Dolla $ign),Post Malone,spotify:track:3swc6WTsr7rl9DqQKQA55C,0.546,0.75,0.56,0.0,0.111,-8.094,0.105,140.06,0.459,Nova playlist 2
Better Now,Post Malone,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.331,0.68,0.578,0.0,0.135,-5.804,0.04,145.038,0.341,Nova playlist 2
Stay,Post Malone,spotify:track:4H7WNRErSbONkM06blBoGc,0.449,0.507,0.48,0.0,0.147,-5.418,0.0266,86.046,0.35,Nova playlist 2
