name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
De Janeiro a Janeiro,Roberta Campos,spotify:track:1de5qtvROLxLtMAQrmZjev,0.736,0.483,0.386,0.0,0.115,-10.062,0.0285,80.074,0.483,Nova playlist 2
Era uma Vez,Kell Smith,spotify:track:0ctRDZD6Nk8z8NtmoWwcC8,0.451,0.685,0.458,0.0,0.134,-6.757,0.031,94.867,0.159,Nova playlist 2
Meu Sol,Vanguart,spotify:track:71iogkuXi7nAfFbqMGDTri,0.00288,0.365,0.686,0.0,0.0926,-6.127,0.0272,184.083,0.331,Nova playlist 2
Till I Collapse,Eminem,spotify:track:4xkOaSrkexMciUUogZKVTS,0.0622,0.548,0.847,0.0,0.0816,-3.237,0.186,171.447,0.1,Nova playlist 2
Greatest,Eminem,spotify:track:2XTquzYQAdT1Hk78bOUwsv,0.0441,0.809,0.737,0.0,0.341,-5.186,0.108,80.025,0.367,Nova playlist 2
Normal,Eminem,spotify:track:0evt4UZbdhnHtcAnxkm6A1,0.261,0.907,0.64,0.0,0.0785,-6.542,0.354,120.995,0.803,Nova playlist 2
Fall,Eminem,spotify:track:58QhkbaAkLFnn7JwAnAato,0.227,0.83,0.546,0.0,0.112,-5.716,0.295,182.973,0.535,Nova playlist 2
Life Goes On,2Pac,spotify:track:2bUojZta7GJTjGAqo064jo,0.117,0.693,0.843,0.0,0.343,-5.463,0.253,158.465,0.529,Nova playlist 2
Better Dayz,2Pac,spotify:track:5dRCujBQZQq6dlkCaGDMV0,0.0876,0.752,0.735,0.0,0.14,-3.851,0.196,90.87,0.635,Nova playlist 2
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,spotify:track:0WKYRFtH6KKbaNWjsxqm70,0.0285,0.549,0.853,0.000296,0.618,-4.293,0.188,94.695,0.346,Nova playlist 2
You Know How We Do It,Ice Cube,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,0.0977,0.747,0.52,0.0537,0.142,-10.523,0.0357,92.869,0.601,Nova playlist 2
Fuck Tha Police,N.W.A.,spotify:track:5n8Aro6j1bEGIy7Tpo7FV7,0.0193,0.859,0.75,0.0,0.0538,-8.325,0.303,98.691,0.857,Nova playlist 2
everything i wanted,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,0.902,0.704,0.225,0.657,0.106,-14.454,0.0994,120.006,0.243,Nova playlist 2
Tudo sem nada ter,Canto dos Malditos Na Terra do Nunca,spotify:track:2mGQCZPSSOBISzcvtMMkMD,0.000511,0.506,0.581,5.62e-05,0.124,-6.814,0.0257,153.989,0.657,Nova playlist 2
Damn It Feels Good to Be a Gangsta,Geto Boys,spotify:track:0HOqINudNgQFpg1le5Hnqe,0.22,0.785,0.793,0.718,0.124,-7.915,0.163,88.902,0.655,Nova playlist 2
Because I Got High,Afroman,spotify:track:0rRboI6IRuGx56Dq3UdYY4,0.169,0.802,0.341,0.0,0.0783,-8.56,0.488,166.01,0.849,Nova playlist 2
Drop It Like It's Hot,Snoop Dogg,spotify:track:70ludZZEUJy1aFVkPI0Kpi,0.169,0.892,0.628,0.0,0.102,-3.832,0.216,92.063,0.676,Nova playlist 2
Mind Playing Tricks on Me,Geto Boys,spotify:track:63BokRfXSQhEU6Qi2dSJpZ,0.207,0.886,0.512,0.0,0.0991,-11.825,0.237,93.997,0.454,Nova playlist 2
All Eyez On Me,2Pac,spotify:track:2xTft6GEZeTyWNpdX94rkf,0.03,0.873,0.719,0.0,0.333,-5.948,0.248,93.281,0.858,Nova playlist 2
Take Me Away (feat. Russ & Wiz Khalifa),Snoop Dogg,spotify:track:08YwOYGFPB7ltBok0WQAFF,0.202,0.678,0.712,2.52e-05,0.0711,-5.956,0.0284,130.015,0.376,Nova playlist 2
Not Afraid,Eminem,spotify:track:7Ie9W94M7OjPoZVV216Xus,0.529,0.855,0.954,0.0,0.205,-1.19,0.264,114.635,0.668,Nova playlist 2
So Fly,Nate Dogg,spotify:track:2fxef3Rm1GnrcyGjvWP8oJ,0.177,0.605,0.602,0.0,0.405,-6.837,0.398,82.261,0.829,Nova playlist 2
21 Questions (feat. 50 Cent),Nate Dogg,spotify:track:1hjamhsBsOI2BvXEXJ8Fkp,0.349,0.561,0.774,0.000295,0.267,-6.22,0.321,90.929,0.85,Nova playlist 2
Professional Rapper (feat. Snoop Dogg),Lil Dicky,spotify:track:1Ysc1uDZtf430TGavoS1j4,0.433,0.685,0.621,0.0,0.607,-8.442,0.361,128.906,0.538,Nova playlist 2
Bitch Please II,Eminem,spotify:track:7lgvU7WnwcNZ8dbGUz8yhP,0.0783,0.918,0.586,0.0,0.145,-2.89,0.133,95.517,0.779,Nova playlist 2
Without Me,Eminem,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.00286,0.908,0.669,0.0,0.237,-2.827,0.0738,112.238,0.662,Nova playlist 2
My Band,D12,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,0.497,0.851,0.849,2.05e-06,0.116,-3.383,0.0828,120.014,0.844,Nova playlist 2
Deixa Acontecer,Grupo Revelação,spotify:track:50mawjudhEofTcUIpRmGXr,0.607,0.649,0.785,0.0,0.797,-6.588,0.0347,92.982,0.965,Nova playlist 2
Serei Luz,Natiruts,spotify:track:7zDQIADTXZL6XcXFGINjOf,0.236,0.62,0.725,9.02e-06,0.131,-6.87,0.0601,169.982,0.631,Nova playlist 2
Longe De Você,Charlie Brown Jr.,spotify:track:2gCXiPI1ASfM9KHea2le06,0.499,0.732,0.54,2.37e-06,0.0893,-10.04,0.0278,108.102,0.524,Nova playlist 2
Subirusdoistiozin,Criolo,spotify:track:0aC52z2FUwvoaQ1hn4eWXD,0.0484,0.747,0.501,0.00163,0.285,-7.657,0.275,86.444,0.547,Nova playlist 2
Chop Suey!,System Of A Down,spotify:track:2DlHlPMa4M17kufBvI2lEN,0.000278,0.417,0.934,0.0015,0.132,-3.908,0.119,127.066,0.287,Nova playlist 2
Sheik,Charlie Brown Jr.,spotify:track:3hjotkIscst2YgMWujDJ3P,0.153,0.852,0.859,0.000921,0.136,-3.214,0.0656,108.345,0.914,Nova playlist 2
Álcool,Jão,spotify:track:5gCMRYJOoAL96WypsjU0Ip,0.217,0.743,0.678,2.17e-05,0.187,-5.74,0.0353,104.014,0.521,Nova playlist 2
Fingir,Canto dos Malditos Na Terra do Nunca,spotify:track:1OT6zQ8s3ro8KvUSZno1dh,0.0529,0.408,0.602,3.32e-05,0.117,-5.799,0.0351,142.011,0.362,Nova playlist 2
Monomania,Clarice Falcão,spotify:track:0liMN4ENE2zXaVsKdBKbyn,0.418,0.699,0.334,0.0,0.388,-11.026,0.0529,111.101,0.577,Nova playlist 2
Parece Pouco,DUDA BEAT,spotify:track:2RYS5mtdvmN9FN28xf9xjp,0.473,0.417,0.472,0.0165,0.124,-10.979,0.0344,139.798,0.172,Nova playlist 2
O Côro Vai Comê,Charlie Brown Jr.,spotify:track:3RRroToeh491CkWyqGLCEt,0.0768,0.716,0.872,4.69e-05,0.34,-3.133,0.0437,147.644,0.972,Nova playlist 2
Easy,Faith No More,spotify:track:4Y3WqmBWmG23thvU9xEhMv,0.339,0.506,0.554,0.000355,0.112,-6.743,0.0339,124.724,0.375,Nova playlist 2
Estranho - Ao Vivo | Acústico,Marília Mendonça,spotify:track:4NFqlsk3yQn7DULU8OGnfP,0.493,0.739,0.504,0.0,0.0956,-5.925,0.0576,155.876,0.391,Nova playlist 2
Harakiri,Serj Tankian,spotify:track:1aZvj0eDYyJwwY0cH008xM,0.00435,0.505,0.96,0.0,0.0997,-2.607,0.0475,135.013,0.525,Nova playlist 2
Black Hole Sun,Soundgarden,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,0.000217,0.35,0.828,0.000161,0.0774,-5.373,0.041,105.435,0.147,Nova playlist 2
A cor do meu sorriso,Canto dos Malditos Na Terra do Nunca,spotify:track:7ywm3IRenlzGD4hRYTDV3a,0.000338,0.407,0.906,2.49e-05,0.444,-4.469,0.0333,185.038,0.704,Nova playlist 2
Saga,Filipe Catto,spotify:track:2GB32Vnm5YAf75zwhqdkrd,0.755,0.635,0.511,0.0,0.136,-7.689,0.039,124.215,0.331,Nova playlist 2
Dias e Noites,Filipe Catto,spotify:track:4cMf2pvW4kC1fUWOm157XB,0.124,0.669,0.634,8.03e-06,0.0815,-6.141,0.0297,130.012,0.739,Nova playlist 2
Depois de Amanhã,Filipe Catto,spotify:track:3tzyTsIE0JRkBbnuZH9YX8,0.328,0.565,0.831,0.000326,0.327,-5.735,0.0747,124.038,0.459,Nova playlist 2
Canção e Silêncio,Filipe Catto,spotify:track:5jwJQyAillI2cfSdPolWs1,0.796,0.584,0.607,3.52e-05,0.167,-7.026,0.0576,136.013,0.467,Nova playlist 2
It Ain't Easy,2Pac,spotify:track:6pFfeJceBPGdzTOGgUcLWZ,0.472,0.786,0.777,1.06e-06,0.0849,-8.918,0.122,90.662,0.652,Nova playlist 2
Triste Pra Sempre,Jão,spotify:track:3n7ZwCXQUZekntN3f7dzwD,0.509,0.667,0.44,0.0,0.105,-7.93,0.168,89.891,0.395,Nova playlist 2
Amo Noite E Dia,Jorge & Mateus,spotify:track:7wp6CdZePdMmNsfs8kKNwN,0.458,0.678,0.885,0.0,0.823,-4.735,0.033,133.034,0.452,Nova playlist 2
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,spotify:track:3tA0vALUwrzkTgHcm9j6oJ,0.778,0.398,0.838,0.0,0.189,-4.734,0.13,156.008,0.206,Nova playlist 2
Demorou Pra Ser,Vanguart,spotify:track:5lc0LIe6LLZYM0qjCfepD3,0.0941,0.47,0.492,4.94e-05,0.0826,-9.662,0.0305,116.744,0.549,Nova playlist 2
Veja Bem Meu Bem,Los Hermanos,spotify:track:1bCxd4XhDcJJsEqVfmMa4o,0.157,0.544,0.277,0.0103,0.105,-12.809,0.0465,128.47,0.371,Nova playlist 2
Despedida,Selvagens à Procura de Lei,spotify:track:3A1ZiWaZOhCVQkC4WqRa8p,0.156,0.284,0.856,0.0,0.109,-6.325,0.146,155.96,0.444,Nova playlist 2
Um Sonho,Nação Zumbi,spotify:track:05b899PefcnSMSQYdrBHgd,0.239,0.569,0.655,0.0192,0.092,-8.55,0.0269,93.988,0.706,Nova playlist 2
Olha Pra Mim,Vanguart,spotify:track:6ZtS5h5IJE2r4nTC30MWl8,0.797,0.379,0.284,4.44e-05,0.0937,-9.467,0.0449,177.859,0.297,Nova playlist 2
Espaçosa Demais - Ao Vivo,Felipe Araújo,spotify:track:4lEw9Id7kLDSJ6KRdaenM9,0.375,0.676,0.888,0.0,0.231,-3.658,0.0783,160.034,0.711,Nova playlist 2
Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,spotify:track:6lK3nCiigk34SGqEjpQoqO,0.479,0.827,0.683,0.0,0.409,-5.113,0.0719,135.944,0.85,Nova playlist 2
"Sorri, Sou Rei (feat. Claudia Leitte)",Natiruts,spotify:track:5lKHrBigpyKZM6uMvbOGh2,0.503,0.783,0.651,1.31e-05,0.121,-6.757,0.0338,101.015,0.643,Nova playlist 2
O Tempo Não Para,Elza Soares,spotify:track:7cHFPtdFTUnIKy2E6yIJ70,0.00487,0.657,0.597,1.03e-06,0.324,-6.86,0.0333,134.959,0.585,Nova playlist 2
Liberdade Provisória - Ao Vivo,Henrique & Juliano,spotify:track:1vG3YuKRYqPwTmNmYgqkpg,0.627,0.668,0.684,0.0,0.923,-5.937,0.0527,108.138,0.7,Nova playlist 2
3 Batidas - Ao Vivo,Guilherme & Benuto,spotify:track:1uryupl9hqVZYurJwH4G9k,0.611,0.552,0.709,0.0,0.763,-5.435,0.129,117.581,0.527,Nova playlist 2
Se Você Fosse Minha,Maglore,spotify:track:4oLQk0OyLDtEhtQ4SrjOZ5,0.0131,0.554,0.759,0.0301,0.479,-5.651,0.033,90.862,0.725,Nova playlist 2
Good Guy (feat. Jessie Reyez),Eminem,spotify:track:4g32MdRoqwGKQd3NXIRhpU,0.244,0.696,0.634,0.0,0.437,-6.918,0.281,89.973,0.728,Nova playlist 2
Com Quem Será - Ao Vivo,Atitude 67,spotify:track:1Tg0fM99qXBYFlFvyiPysj,0.56,0.683,0.887,0.0,0.467,-5.783,0.072,149.965,0.689,Nova playlist 2
Te Roubar pra Mim,Onze:20,spotify:track:6sgCZybqq4ED7fHsDtahvK,0.155,0.749,0.702,0.0,0.148,-6.611,0.0479,141.999,0.962,Nova playlist 2
Como Eu Quero - Ao Vivo,Kid Abelha,spotify:track:6abOIvFKsOkJ10I50XwhZ1,0.327,0.536,0.511,0.00056,0.844,-7.221,0.0291,123.997,0.38,Nova playlist 2
Saideira - Ao Vivo,Atitude 67,spotify:track:2UmKWMYAqRlAYfDum7qryt,0.383,0.631,0.91,0.0,0.86,-5.916,0.151,160.027,0.669,Nova playlist 2
Eu Sozinho,Polako,spotify:track:45FqkHxvFpPFREEeqSfVXF,0.0131,0.563,0.718,0.00157,0.0794,-7.156,0.0275,115.987,0.23,Nova playlist 2
Ordinary Man (feat. Elton John),Ozzy Osbourne,spotify:track:6eEYGGFfFbtKHCgJM4uh9v,0.0665,0.428,0.599,9.86e-06,0.137,-2.135,0.0286,125.83,0.134,Nova playlist 2
Meu Jeito de Amar,Mulú,spotify:track:08HdbdAWWqSyliHjMG6XmH,0.298,0.732,0.67,2.37e-05,0.083,-6.544,0.0677,149.651,0.746,Nova playlist 2
Favela Sinistra,Trilha Sonora do Gueto,spotify:track:4eEcQVvVsbzxhmkCy58hGL,0.248,0.703,0.575,0.0,0.116,-10.646,0.562,140.066,0.963,Nova playlist 2
Tamo Ai Na Atividade,Charlie Brown Jr.,spotify:track:3U5cECvoDDKlO7LxeIp0Lm,0.00298,0.541,0.871,0.0,0.0931,-3.417,0.0776,82.946,0.804,Nova playlist 2
Estilo Cachorro,Racionais MC's,spotify:track:2tR8iLdCeYhVcyPZvN6T7X,0.483,0.819,0.721,0.0,0.188,-4.295,0.344,86.042,0.728,Nova playlist 2
Astronauta (feat. Lulu Santos),Gabriel O Pensador,spotify:track:3ujI5Tb5sebqIq2uvXL3UW,0.514,0.771,0.577,0.000722,0.174,-6.036,0.0371,95.995,0.604,Nova playlist 2
Confisco,Charlie Brown Jr.,spotify:track:0qhwZ19NLe1FpQSmb4ZZau,0.0776,0.826,0.991,6.04e-05,0.0871,-3.092,0.208,116.023,0.376,Nova playlist 2
Calma na alma,ConeCrewDiretoria,spotify:track:60k0ZB99A2rZ5R8DpJN60H,0.69,0.569,0.8,0.0,0.102,-5.487,0.101,80.314,0.628,Nova playlist 2
Tô Feliz (Matei o Presidente) 2,Gabriel O Pensador,spotify:track:1eJCpFxPd8vKfQgNSvVtLP,0.426,0.931,0.63,0.000856,0.0879,-9.477,0.275,103.98,0.289,Nova playlist 2
Moral of the Story,Ashe,spotify:track:2nC3QhMI9reBIOWutbU3Tj,0.587,0.572,0.406,4.48e-06,0.102,-8.624,0.0427,119.812,0.265,Nova playlist 2
Resolução,Pedra Leticia,spotify:track:6UbBbiNOHMs9SpjAIcZrGZ,0.341,0.492,0.543,0.0,0.0929,-7.611,0.193,181.846,0.435,Nova playlist 2
I Hate Everything About You,Three Days Grace,spotify:track:6rUp7v3l8yC4TKxAAR5Bmx,0.00461,0.498,0.83,0.0,0.139,-5.157,0.0421,89.342,0.453,Nova playlist 2
Still D.R.E.,Dr. Dre,spotify:track:3UOuBNEin5peSRqdzvlnWM,0.17,0.814,0.781,0.000518,0.052,-3.33,0.233,93.445,0.536,Nova playlist 2
Crack A Bottle,Eminem,spotify:track:4dK00wCxlqWEeN8BoM1BHT,0.0864,0.516,0.874,0.0,0.173,-2.571,0.186,169.561,0.391,Nova playlist 2
Renegade,JAY-Z,spotify:track:0eK5y1c7WDyWwx6k9SFjbT,0.399,0.561,0.774,1.84e-06,0.189,-3.144,0.447,77.621,0.82,Nova playlist 2
No Favors,Big Sean,spotify:track:1MksGqIztTT6M9R1ErKVs8,0.629,0.482,0.781,2.87e-06,0.413,-5.334,0.411,57.967,0.336,Nova playlist 2
Patiently Waiting,50 Cent,spotify:track:6C781pluv3BPxGHHCUJNYc,0.275,0.738,0.674,0.0,0.344,-2.299,0.28,78.929,0.575,Nova playlist 2
Superman,Eminem,spotify:track:4woTEX1wYOTGDqNXuavlRC,0.0215,0.802,0.755,0.0,0.295,-3.138,0.0564,130.027,0.58,Nova playlist 2
My Name Is,Eminem,spotify:track:75IN3CtuZwTHTnZvYM4qnJ,0.0416,0.869,0.68,1.12e-06,0.0914,-6.233,0.318,85.519,0.815,Nova playlist 2
Me Apaixonei Pela Pessoa Errada,Exaltasamba,spotify:track:3IbQGxLsZfV8EzA7ILNDwB,0.663,0.555,0.59,0.0,0.384,-9.228,0.0396,140.854,0.748,Nova playlist 2
It Was A Good Day,Ice Cube,spotify:track:2lUirvUhqfBqJzUvk4tLoK,0.279,0.792,0.82,0.000403,0.25,-3.58,0.116,82.363,0.793,Nova playlist 2
I'll Never Love Again - Film Version,Lady Gaga,spotify:track:4A7EkKijzA4ryEoCRWJzdG,0.763,0.451,0.34,2.49e-06,0.135,-7.466,0.031,110.502,0.221,Nova playlist 2
O Jogo Virou,Strike,spotify:track:71rG2xAm9SbCB1Ldtm4PRu,0.161,0.73,0.906,0.0,0.0954,-4.453,0.111,98.002,0.655,Nova playlist 2
Lugar Ao Sol,Charlie Brown Jr.,spotify:track:4gEFeIEORz8thfqMY7nKcb,0.0427,0.418,0.768,0.537,0.275,-6.908,0.0306,141.371,0.296,Nova playlist 2
Viva,Zimbra,spotify:track:0UYQFonYbcBNBxeFmtc1Wo,0.214,0.494,0.572,0.0,0.0646,-5.395,0.0339,132.809,0.334,Nova playlist 2
Não Existe Amor em SP,Criolo,spotify:track:5gCtxyGveokIxU5CvkKndG,0.431,0.601,0.413,0.0284,0.0784,-9.518,0.0413,141.987,0.369,Nova playlist 2
Tarde Livre,Selvagens à Procura de Lei,spotify:track:7qmngHzzUvkcj2P00A0kfb,0.393,0.629,0.622,0.0,0.112,-9.483,0.0292,98.945,0.414,Nova playlist 2
Kill Rock 'n Roll,System Of A Down,spotify:track:28TReO2Mxk9Q3GA4K98YSz,0.0168,0.288,0.987,0.0,0.264,-1.359,0.223,184.519,0.336,Nova playlist 2
Giz,Legião Urbana,spotify:track:5QnVC7RkK6AJi9d6qMsvDy,0.291,0.613,0.362,0.066,0.242,-11.924,0.0253,95.384,0.419,Nova playlist 2
4 e 15 - Ao Vivo,Marília Mendonça,spotify:track:0T4f3zg99Z9fh7tkRdmyQt,0.59,0.714,0.908,3.28e-06,0.132,-3.357,0.0861,159.953,0.899,Nova playlist 2
Disk Me,Pabllo Vittar,spotify:track:3xgDQRexKiyS4Eq3oAvLaD,0.141,0.761,0.61,0.0,0.124,-5.856,0.0447,140.014,0.29,Nova playlist 2
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,spotify:track:3tv697PZNnaQN0Mn2zGhS5,0.366,0.794,0.937,4.15e-06,0.962,-2.44,0.0336,134.012,0.826,Nova playlist 2
Liberdade Provisória - Ao Vivo,Henrique & Juliano,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,0.627,0.668,0.684,0.0,0.923,-5.937,0.0527,108.138,0.7,Nova playlist 2
S de Saudade,Luíza & Maurílio,spotify:track:3J5Pu25BODMex4Jpy4l6FL,0.621,0.714,0.712,0.0,0.127,-4.403,0.0545,123.804,0.789,Nova playlist 2
Mistério do Planeta,Novos Baianos,spotify:track:3TAMiM8XFmU9vFd333pgRh,0.8,0.61,0.495,2.52e-05,0.083,-8.399,0.0891,146.878,0.683,Nova playlist 2
Sinceramente,Cachorro Grande,spotify:track:4QUHJVXhwt14EzC0zOGa2I,0.682,0.646,0.48,9.89e-06,0.153,-7.219,0.0262,77.002,0.483,Nova playlist 2
cartão postal - acústico,Scalene,spotify:track:4M4sN6ga9lNYPLRuK08nZ4,0.87,0.592,0.125,0.0,0.329,-13.87,0.0445,96.803,0.269,Nova playlist 2
Mesa 16,Plutão Já Foi Planeta,spotify:track:53emgSuoVr2DIQwCz5End0,0.366,0.687,0.547,1.35e-05,0.109,-6.457,0.0407,129.834,0.699,Nova playlist 2
Pense em mim,Leandro & Leonardo,spotify:track:6b5IOeNjaRN6Vg7Y6bT1EZ,0.187,0.504,0.599,0.0,0.0693,-8.927,0.0351,149.743,0.73,Nova playlist 2
Tarde Livre,Selvagens à Procura de Lei,spotify:track:463fB4n6LbrOfizGdW1nak,0.393,0.629,0.622,0.0,0.112,-9.483,0.0292,98.945,0.414,Nova playlist 2
Disfarçar,Canto dos Malditos Na Terra do Nunca,spotify:track:0X7gmPGrlKYclS9FBUYcvf,0.00136,0.458,0.687,0.0,0.108,-5.307,0.0397,148.456,0.0957,Nova playlist 2
A Cera,O Surto,spotify:track:5w50Ywn17sXpDFDhe0Sxtw,0.0638,0.59,0.78,0.0,0.069,-2.858,0.0502,133.254,0.483,Nova playlist 2
Até Onde Der,Bola,spotify:track:3t2OnMJJsaontyltyFsAPa,0.898,0.389,0.213,0.000146,0.106,-13.871,0.034,125.236,0.0627,Nova playlist 2
Parabéns,Pabllo Vittar,spotify:track:3mikf8qZaNp6wrrWxHgawH,0.00687,0.723,0.856,2.48e-06,0.397,-5.596,0.0562,170.106,0.688,Nova playlist 2
Ponto Cego,Cícero,spotify:track:0vOiwYwU4oQzaC50AZwMo2,0.884,0.246,0.215,1.83e-05,0.199,-13.257,0.0385,60.938,0.281,Nova playlist 2
Açúcar ou Adoçante?,Cícero,spotify:track:3mN9YMbN5ZCb5JPLeCNEnz,0.753,0.615,0.328,0.00295,0.0946,-9.339,0.0302,100.047,0.27,Nova playlist 2
Todos Os Lugares,Versos Que Compomos Na Estrada,spotify:track:52JdHFzlVODoDxUzHAZDHJ,0.744,0.646,0.595,1.34e-05,0.128,-6.234,0.0359,121.129,0.434,Nova playlist 2
Gostava Tanto De Você,Tim Maia,spotify:track:6eDMElxeeKXs4DHTb0dGP0,0.0479,0.563,0.886,7.33e-05,0.0384,-9.008,0.0993,89.234,0.717,Nova playlist 2
O Descobridor Dos Sete Mares,Tim Maia,spotify:track:6wpDQGn3Gl0j9Wt6D6mYvQ,0.0108,0.643,0.78,0.00069,0.305,-8.306,0.0718,136.891,0.963,Nova playlist 2
Cigarros e Capitais,Esteban Tavares,spotify:track:5SxkHCnVhFqU0A91QBYuYz,0.365,0.588,0.607,0.0,0.124,-8.69,0.0313,119.933,0.487,Nova playlist 2
Já Sei,Zimbra,spotify:track:3EhlNAbbkqbNdzXWJUaKbT,0.35,0.443,0.685,6.24e-06,0.118,-6.139,0.0312,178.935,0.646,Nova playlist 2
Mar Fechado,Selvagens à Procura de Lei,spotify:track:08ixnzDjySbvWIrYLlwVEg,0.0387,0.301,0.425,0.0426,0.162,-7.381,0.0313,101.788,0.211,Nova playlist 2
Até Quando?,Gabriel O Pensador,spotify:track:2t6h9r9XgNcZavFQpybk3r,0.0154,0.69,0.916,0.0,0.238,-5.334,0.103,100.028,0.796,Nova playlist 2
Me encontra,Charlie Brown Jr.,spotify:track:5yEais1zgeW1MjLrx7tsie,0.0327,0.395,0.954,0.000123,0.124,-3.878,0.0555,178.001,0.686,Nova playlist 2
Wake Up,EDEN,spotify:track:6K6OCvFQ4i7KKfGJsOAqY1,0.881,0.387,0.374,0.0,0.851,-6.743,0.0332,116.661,0.393,Nova playlist 2
Convite para Nascer de Novo,Erasmo Carlos,spotify:track:0zvvjjj3MkBwhWWxrOfflu,0.256,0.703,0.361,5.34e-05,0.0962,-14.385,0.0371,138.171,0.368,Nova playlist 2
Café Com Pão,Maglore,spotify:track:3Xiy6j2OHWkruyDEsOfRXP,0.354,0.611,0.752,0.0398,0.392,-6.23,0.0334,111.953,0.656,Nova playlist 2
What's The Difference,Dr. Dre,spotify:track:1SWVDBtw6h3tm9OehOkDhv,0.223,0.772,0.821,0.0,0.148,-0.14,0.25,91.921,0.77,Nova playlist 2
Cara de Vilão,Cartolas,spotify:track:1jgyYAWp2bkpVxmZX2OLaP,0.00113,0.499,0.875,0.0,0.0792,-3.717,0.0439,153.81,0.291,Nova playlist 2
Queimando Tudo,Planet Hemp,spotify:track:26qKlzyPOmil2epcFPD246,0.697,0.646,0.9,0.000686,0.438,-6.005,0.154,215.126,0.93,Nova playlist 2
Poema,Ney Matogrosso,spotify:track:7qvL8BbYdxvhOinapMiEeF,0.728,0.606,0.563,0.000362,0.335,-6.604,0.0307,124.181,0.464,Nova playlist 2
Minha Juventude,Mr. Gyn,spotify:track:62osYzM4qkpo2S7CdpsMFs,0.369,0.379,0.81,0.0,0.203,-5.417,0.0858,203.862,0.607,Nova playlist 2
Você Pode Ir Na Janela,Gram,spotify:track:2JhEdjHXQRsmnQjelhcu7B,0.00196,0.262,0.899,0.000167,0.172,-4.277,0.0354,135.974,0.378,Nova playlist 2
Mantenha o Respeito,Planet Hemp,spotify:track:5scK80Nrz12oGUnQGcPgg1,0.0439,0.589,0.661,5.22e-06,0.0968,-8.955,0.21,108.035,0.382,Nova playlist 2
The Real Slim Shady,Eminem,spotify:track:3yfqSUWxFvZELEM4PmlwIR,0.0302,0.949,0.661,0.0,0.0454,-4.244,0.0572,104.504,0.76,Nova playlist 2
Stan,Eminem,spotify:track:3UmaczJpikHgJFyBTAJVoz,0.0371,0.78,0.768,2.34e-06,0.518,-4.325,0.238,80.063,0.507,Nova playlist 2
Protect The Land,System Of A Down,spotify:track:11ajcVj3qSyyMPUpTJUP3y,9.2e-05,0.432,0.886,4.74e-05,0.338,-3.991,0.0341,76.04,0.248,Nova playlist 2
Sugar,System Of A Down,spotify:track:31RTFPrB7wmYBhlkM2ILXG,0.00167,0.451,0.889,0.00215,0.258,-2.693,0.261,131.073,0.586,Nova playlist 2
A mais pedida (Participação especial de Érika Martins),Raimundos,spotify:track:349flwjNbqIaE0Mph3jLGD,0.0105,0.539,0.825,1.43e-05,0.0693,-4.021,0.0479,125.06,0.465,Nova playlist 2
1406,Mamonas Assassinas,spotify:track:0TXRO7qVCw0UOSkCPxWvUM,0.0347,0.746,0.665,0.0,0.0806,-10.154,0.133,92.37,0.777,Nova playlist 2
I-E-A-I-A-I-O,System Of A Down,spotify:track:3RgDvs9Jpvn3kUuaTek1R5,0.000126,0.626,0.792,0.022,0.438,-2.734,0.0721,133.212,0.433,Nova playlist 2
Aerials,System Of A Down,spotify:track:4e9eGQYsOiBcftrWXwsVco,0.000915,0.364,0.922,0.0346,0.0697,-4.217,0.0567,79.342,0.227,Nova playlist 2
Bixinho,DUDA BEAT,spotify:track:04RFAnuBZkyITGUNIbZHhb,0.225,0.685,0.501,0.0,0.096,-7.492,0.0334,147.919,0.366,Nova playlist 2
Tempo de Pipa,Cícero,spotify:track:40rIF99coDZOA10HnF46R4,0.84,0.639,0.468,0.015,0.101,-9.568,0.0254,109.013,0.61,Nova playlist 2
Turn Around,Adam and the Metal Hawks,spotify:track:1VdjxFqX5C6UPh4xtVf96K,0.00972,0.559,0.896,0.00342,0.107,-7.804,0.068,92.102,0.782,Nova playlist 2
Hey Ya!,Outkast,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,0.103,0.727,0.974,0.000532,0.174,-2.261,0.0664,79.526,0.965,Nova playlist 2
Wish You Were Here - 2011 Remaster,Pink Floyd,spotify:track:7aE5WXu5sFeNRh3Z05wwu4,0.728,0.5,0.185,0.000746,0.273,-20.242,0.0535,121.002,0.293,Nova playlist 2
bad guy,Billie Eilish,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,0.562,Nova playlist 2
