ANO,IBGE7,NOME,IDEB_AF,POP_TOT
2015,4309050,Glorinha,3.2,7518
2015,4309100,Gramado,4.6,34605
2015,4309126,Gramado dos Loureiros,,2270
2015,4309159,Gramado Xavier,3.5,4212
2015,4309209,Gravataí,3.9,272257
2015,4309258,Guabiju,,1612
2015,4309308,Guaíba,4.4,99029
2015,4309407,Guaporé,5.4,24509
2015,4309506,Guarani das Missões,4.6,8150
2015,4309555,Harmonia,5.6,4595
2015,4309571,Herveiras,,3063
2015,4309605,Horizontina,5,19232
2015,4309654,Hulha Negra,,6478
2015,4309704,Humaitá,5,5008
2015,4309753,Ibarama,,4518
2015,4309803,Ibiaçá,4.9,4848
2015,4309902,Ibiraiaras,4.8,7441
2015,4309951,Ibirapuitã,4.6,4162
2015,4310009,Ibirubá,4.7,20242
2015,4310108,Igrejinha,5,34341
2015,4310207,Ijuí,4.9,82833
2015,4310306,Ilópolis,,4208
2015,4310330,Imbé,4.5,19993
2015,4310363,Imigrante,,3146
2015,4310405,Independência,4.3,6653
2015,4310413,Inhacorá,3.8,2318
2015,4310439,Ipê,4.3,6412
2015,4310462,Ipiranga do Sul,,1982
2015,4310504,Iraí,4.9,8020
2015,4310538,Itaara,4.1,5329
2015,4310553,Itacurubi,4.4,3551
2015,4310579,Itapuca,4.2,2325
2015,4310603,Itaqui,4,39088
2015,4310652,Itati,3.7,2602
2015,4310702,Itatiba do Sul,,3995
2015,4310751,Ivorá,,2133
2015,4310801,Ivoti,5.6,22012
2015,4310850,Jaboticaba,,4117
2015,4310876,Jacuizinho,,2645
2015,4310900,Jacutinga,5,3713
2015,4311007,Jaguarão,3.4,28310
2015,4311106,Jaguari,3.8,11590
2015,4311122,Jaquirana,3.7,4138
2015,4311130,Jari,,3655
2015,4311155,Jóia,5.1,8656
2015,4311205,Júlio de Castilhos,4.3,20052
2015,4311239,Lagoa Bonita do Sul,4.2,2825
2015,4311254,Lagoão,,6492
2015,4311270,Lagoa dos Três Cantos,,1649
2015,4311304,Lagoa Vermelha,4.3,28431
2015,4311403,Lajeado,4.9,78486
2015,4311429,Lajeado do Bugre,,2588
2015,4311502,Lavras do Sul,4.2,7833
2015,4311601,Liberato Salzano,,5752
2015,4311627,Lindolfo Collor,5.3,5671
2015,4311643,Linha Nova,,1703
2015,4311700,Machadinho,3.7,5649
2015,4311718,Maçambará,,4824
2015,4311734,Mampituba,,3083
2015,4311759,Manoel Viana,4,7359
2015,4311775,Maquiné,4,7040
2015,4311791,Maratá,,2659
2015,4311809,Marau,4.3,40174
2015,4311908,Marcelino Ramos,4.3,5027
2015,4311981,Mariana Pimentel,4.4,3920
2015,4312005,Mariano Moro,4.6,2211
2015,4312054,Marques de Souza,,4167
2015,4312104,Mata,4,5159
2015,4312138,Mato Castelhano,4.3,2567
2015,4312153,Mato Leitão,5.4,4201
2015,4312179,Mato Queimado,,1798
2015,4312203,Maximiliano de Almeida,4.6,4867
2015,4312252,Minas do Leão,4,8011
2015,4312302,Miraguaí,4.1,4982
2015,4312351,Montauri,,1556
2015,4312377,Monte Alegre dos Campos,3.7,3236
2015,4312385,Monte Belo do Sul,,2704
2015,4312401,Montenegro,4.4,63216
2015,4312427,Mormaço,,2948
2015,4312443,Morrinhos do Sul,,3193
2015,4312450,Morro Redondo,3.6,6529
2015,4312476,Morro Reuter,4.4,6100
2015,4312500,Mostardas,3.1,12720
2015,4312609,Muçum,4,4989
2015,4312617,Muitos Capões,3.7,3137
2015,4312625,Muliterno,,1894
2015,4312658,Não-Me-Toque,4.3,16997
2015,4312674,Nicolau Vergueiro,,1757
2015,4312708,Nonoai,4.4,12295
2015,4312757,Nova Alvorada,,3431
2015,4312807,Nova Araçá,5,4385
2015,4312906,Nova Bassano,4.3,9478
2015,4312955,Nova Boa Vista,,1953
2015,4313003,Nova Bréscia,,3329
2015,4313011,Nova Candelária,,2814
2015,4313037,Nova Esperança do Sul,4.3,5048
2015,4313060,Nova Hartz,4.5,20035
2015,4313086,Nova Pádua,4.3,2557
2015,4313102,Nova Palma,4.5,6588
2015,4313201,Nova Petrópolis,5.4,20416
2015,4313300,Nova Prata,4.8,25057
2015,4313334,Nova Ramada,,2440
2015,4313359,Nova Roma do Sul,,3564
2015,4313375,Nova Santa Rita,4.2,25700
2015,4313391,Novo Cabrais,,4087
2015,4313409,Novo Hamburgo,4,248694
2015,4313425,Novo Machado,,3828
2015,4313441,Novo Tiradentes,,2320
2015,4313466,Novo Xingu,,1795
2015,4313490,Novo Barreiro,4.3,4160
2015,4313508,Osório,4.5,43897
2015,4313607,Paim Filho,4.8,4221
2015,4313656,Palmares do Sul,4,11413
2015,4313706,Palmeira das Missões,3.7,34974
2015,4313805,Palmitinho,5.1,7170
2015,4313904,Panambi,4.8,41148
2015,4313953,Pantano Grande,4.1,9932
2015,4314001,Paraí,5,7309
2015,4314027,Paraíso do Sul,,7648
2015,4314035,Pareci Novo,4.3,3725
2015,4314050,Parobé,4.6,55486
2015,4314068,Passa Sete,,5491
2015,4314076,Passo do Sobrado,,6372
2015,4314100,Passo Fundo,3.9,196739
2015,4314134,Paulo Bento,4.6,2297
2015,4314159,Paverama,4.8,8437
2015,4314175,Pedras Altas,,2195
2015,4314209,Pedro Osório,3.6,8011
2015,4314308,Pejuçara,,4055
2015,4314407,Pelotas,3.5,342873
2015,4314423,Picada Café,5.5,5532
2015,4314456,Pinhal,,2609
2015,4314464,Pinhal da Serra,4.6,2126
2015,4314472,Pinhal Grande,4.7,4560
2015,4314498,Pinheirinho do Vale,,4761
2015,4314506,Pinheiro Machado,4.1,12976
2015,4314548,Pinto Bandeira,,2824
2015,4314555,Pirapó,,2678
2015,4314605,Piratini,4.2,20712
2015,4314704,Planalto,4.6,10678
2015,4314753,Poço das Antas,5.2,2104
2015,4314779,Pontão,,3986
2015,4314787,Ponte Preta,,1730
2015,4314803,Portão,4,33994
2015,4314902,Porto Alegre,3.6,1476867
2015,4315008,Porto Lucena,,5313
2015,4315057,Porto Mauá,,2557
2015,4315073,Porto Vera Cruz,,1733
2015,4315107,Porto Xavier,4.5,10758
2015,4315131,Pouso Novo,,1847
2015,4315149,Presidente Lucena,,2705
2015,4315156,Progresso,,6372
2015,4315172,Protásio Alves,,2041
2015,4315206,Putinga,,4185
2015,4315305,Quaraí,4.4,23579
2015,4315313,Quatro Irmãos,,1849
2015,4315321,Quevedos,,2816
2015,4315354,Quinze de Novembro,,3811
2015,4315404,Redentora,3.8,11025
2015,4315453,Relvado,4.8,2195
2015,4315503,Restinga Seca,4.4,16334
2015,4315552,Rio dos Índios,,3418
2015,4315602,Rio Grande,3.8,207860
2015,4315701,Rio Pardo,3.8,38934
2015,4315750,Riozinho,,4571
2015,4315800,Roca Sales,4.8,10976
2015,4315909,Rodeio Bonito,4.7,5955
2015,4315958,Rolador,,2542
2015,4316006,Rolante,4.5,20712
2015,4316105,Ronda Alta,4.8,10655
2015,4316204,Rondinha,,5544
2015,4316303,Roque Gonzales,4.8,7289
2015,4316402,Rosário do Sul,3.7,40773
2015,4316428,Sagrada Família,5.3,2676
2015,4316436,Saldanha Marinho,,2876
2015,4316451,Salto do Jacuí,3.8,12429
2015,4316477,Salvador das Missões,,2769
2015,4316501,Salvador do Sul,4.9,7315
2015,4316600,Sananduva,5.2,16139
2015,4316709,Santa Bárbara do Sul,,8793
2015,4316733,Santa Cecília do Sul,,1698
2015,4316758,Santa Clara do Sul,4.8,6183
2015,4316808,Santa Cruz do Sul,4.4,126084
2015,4316907,Santa Maria,4.2,276108
2015,4316956,Santa Maria do Herval,5.8,6328
2015,4316972,Santa Margarida do Sul,,2495
2015,4317004,Santana da Boa Vista,3.7,8434
2015,4317103,Sant&apos;Ana do Livramento,3.5,82968
2015,4317202,Santa Rosa,4.4,72240
2015,4317251,Santa Tereza,,1781
2015,4317301,Santa Vitória do Palmar,4.3,31436
2015,4317400,Santiago,4.1,50635
2015,4317509,Santo Ângelo,4.2,78976
2015,4317558,Santo Antônio do Palma,4.6,2198
2015,4317608,Santo Antônio da Patrulha,4.6,41977
2015,4317707,Santo Antônio das Missões,3.4,11174
2015,4317756,Santo Antônio do Planalto,4.7,2056
2015,4317806,Santo Augusto,4.3,14349
2015,4317905,Santo Cristo,5.5,14757
2015,4317954,Santo Expedito do Sul,,2485
2015,4318002,São Borja,3.7,62990
2015,4318051,São Domingos do Sul,,3064
2015,4318101,São Francisco de Assis,4.3,19495
2015,4318200,São Francisco de Paula,3.6,21551
2015,4318309,São Gabriel,,62785
2015,4318408,São Jerônimo,4.3,23527
2015,4318424,São João da Urtiga,5,4840
2015,4318432,São João do Polêsine,,2651
2015,4318440,São Jorge,4.9,2846
2015,4318457,São José das Missões,,2736
2015,4318465,São José do Herval,,2186
2015,4318481,São José do Hortêncio,,4463
2015,4318499,São José do Inhacorá,,2220
2015,4318507,São José do Norte,3.4,26977
2015,4318606,São José do Ouro,4.2,7116
2015,4318614,São José do Sul,,2260
2015,4318622,São José dos Ausentes,3.9,3470
2015,4318705,São Leopoldo,3.8,228370
2015,4318804,São Lourenço do Sul,4.8,44541
2015,4318903,São Luiz Gonzaga,4.4,35193
2015,4319000,São Marcos,4.8,21204
2015,4319109,São Martinho,,5821
2015,4319125,São Martinho da Serra,3.1,3306
2015,4319158,São Miguel das Missões,4.6,7728
2015,4319208,São Nicolau,,5732
2015,4319307,São Paulo das Missões,5,6348
2015,4319356,São Pedro da Serra,5,3584
2015,4319364,São Pedro das Missões,,1984
2015,4319372,São Pedro do Butiá,4.9,2983
2015,4319406,São Pedro do Sul,5,16788
2015,4319505,São Sebastião do Caí,,24676
2015,4319604,São Sepé,4.3,24432
2015,4319703,São Valentim,,3621
2015,4319711,São Valentim do Sul,,2257
2015,4319737,São Valério do Sul,,2752
2015,4319752,São Vendelino,,2124
2015,4319802,São Vicente do Sul,4.2,8787
2015,4319901,Sapiranga,5.2,79560
2015,4320008,Sapucaia do Sul,4.4,138357
2015,4320107,Sarandi,4.2,23036
2015,4320206,Seberi,3.5,11164
2015,4320230,Sede Nova,4.4,3063
2015,4320263,Segredo,,7388
2015,4320305,Selbach,4.7,5134
2015,4320321,Senador Salgado Filho,,2885
2015,4320354,Sentinela do Sul,3.7,5486
2015,4320404,Serafina Corrêa,5.4,15814
2015,4320453,Sério,,2235
2015,4320503,Sertão,4.7,6169
2015,4320552,Sertão Santana,4.4,6246
2015,4320578,Sete de Setembro,,2132
2015,4320602,Severiano de Almeida,,3890
2015,4320651,Silveira Martins,,2487
2015,4320677,Sinimbu,4.9,10400
2015,4320701,Sobradinho,4.8,14944
2015,4320800,Soledade,4.3,31261
2015,4320859,Tabaí,,4460
2015,4320909,Tapejara,4.4,21525
2015,4321006,Tapera,5.2,10803
2015,4321105,Tapes,3.7,17354
2015,4321204,Taquara,4.4,57238
2015,4321303,Taquari,4.2,27128
2015,4321329,Taquaruçu do Sul,,3090
2015,4321352,Tavares,3.3,5554
2015,4321402,Tenente Portela,4.1,14039
2015,4321436,Terra de Areia,3,10634
2015,4321451,Teutônia,5.1,30170
2015,4321469,Tio Hugo,,2912
2015,4321477,Tiradentes do Sul,,6384
2015,4321493,Toropi,4,2988
2015,4321501,Torres,4.4,37107
2015,4321600,Tramandaí,4.3,46369
2015,4321626,Travesseiro,4.7,2389
2015,4321634,Três Arroios,,2873
2015,4321667,Três Cachoeiras,4.7,10811
2015,4321709,Três Coroas,5.3,26092
2015,4321808,Três de Maio,4.3,24485
2015,4321832,Três Forquilhas,,2924
2015,4321857,Três Palmeiras,,4471
2015,4321907,Três Passos,4.9,24647
2015,4321956,Trindade do Sul,,5961
2015,4322004,Triunfo,3.9,27867
2015,4322103,Tucunduva,5,5993
2015,4322152,Tunas,,4586
2015,4322186,Tupanci do Sul,,1584
2015,4322202,Tupanciretã,3.8,23521
2015,4322251,Tupandi,5.3,4366
2015,4322301,Tuparendi,4.1,8574
2015,4322327,Turuçu,5.5,3596
2015,4322343,Ubiretama,,2265
2015,4322350,União da Serra,,1413
2015,4322376,Unistalda,,2481
2015,4322400,Uruguaiana,4,129652
2015,4322509,Vacaria,4.2,64857
2015,4322525,Vale Verde,,3434
2015,4322533,Vale do Sol,3.9,11650
2015,4322541,Vale Real,4.8,5548
2015,4322558,Vanini,,2087
2015,4322608,Venâncio Aires,4.3,69859
2015,4322707,Vera Cruz,4.5,25700
2015,4322806,Veranópolis,5,24686
2015,4322855,Vespasiano Correa,,1976
2015,4322905,Viadutos,5.2,5271
2015,4323002,Viamão,3.8,251978
2015,4323101,Vicente Dutra,4,5224
2015,4323200,Victor Graeff,,3070
2015,4323309,Vila Flores,4.7,3363
2015,4323358,Vila Lângaro,,2193
2015,4323408,Vila Maria,4.6,4393
2015,4323457,Vila Nova do Sul,3.7,4365
2015,4323507,Vista Alegre,,2887
2015,4323606,Vista Alegre do Prata,6.1,1613
2015,4323705,Vista Gaúcha,5.5,2873
2015,4323754,Vitória das Missões,,3463
2015,4323770,Westfalia,,2953
2015,4323804,Xangri-lá,3.9,14197
2015,5000203,Água Clara,5.2,14474
2015,5000252,Alcinópolis,,5038
2015,5000609,Amambai,4.1,37590
2015,5000708,Anastácio,3.8,24748
2015,5000807,Anaurilândia,3.7,8844
2015,5000856,Angélica,4.2,10149
2015,5000906,Antônio João,,8679
2015,5001003,Aparecida do Taboado,3.9,24414
2015,5001102,Aquidauana,4.3,47162
2015,5001243,Aral Moreira,4.1,11399
2015,5001508,Bandeirantes,4.2,6771
2015,5001904,Bataguassu,4.3,21775
2015,5002001,Batayporã,3.9,11208
2015,5002100,Bela Vista,4.5,24113
2015,5002159,Bodoquena,4.3,7898
2015,5002209,Bonito,3.7,21047
2015,5002308,Brasilândia,4.2,11903
2015,5002407,Caarapó,4.3,28437
2015,5002605,Camapuã,4.5,13731
2015,5002704,Campo Grande,4.8,853622
2015,5002803,Caracol,4,5838
2015,5002902,Cassilândia,4.7,21622
2015,5002951,Chapadão do Sul,4.2,22620
2015,5003108,Corguinho,3.7,5513
2015,5003157,Coronel Sapucaia,4,14815
2015,5003207,Corumbá,3.9,108656
2015,5003256,Costa Rica,4.7,19508
2015,5003306,Coxim,4.1,33139
2015,5003454,Deodápolis,4.6,12650
2015,5003488,Dois Irmãos do Buriti,5,10965
2015,5003504,Douradina,3.8,5723
2015,5003702,Dourados,4.2,212870
2015,5003751,Eldorado,3.8,12128
2015,5003801,Fátima do Sul,3.9,19220
2015,5003900,Figueirão,,3012
2015,5004007,Glória de Dourados,4.4,9992
2015,5004106,Guia Lopes da Laguna,4.7,10136
2015,5004304,Iguatemi,3.9,15637
2015,5004403,Inocência,4.4,7664
2015,5004502,Itaporã,4,22896
2015,5004601,Itaquiraí,4.3,20162
2015,5004700,Ivinhema,3.7,22928
2015,5004809,Japorã,4.9,8567
2015,5004908,Jaraguari,4.4,6860
2015,5005004,Jardim,4.5,25473
2015,5005103,Jateí,4.7,4038
2015,5005152,Juti,3.5,6399
2015,5005202,Ladário,3.8,21860
2015,5005251,Laguna Carapã,4.1,7017
2015,5005400,Maracaju,3.9,43078
2015,5005608,Miranda,,27104
2015,5005681,Mundo Novo,4,17884
2015,5005707,Naviraí,4.9,51535
2015,5005806,Nioaque,4,14233
2015,5006002,Nova Alvorada do Sul,4.1,19656
2015,5006200,Nova Andradina,5.7,50893
2015,5006259,Novo Horizonte do Sul,,4306
2015,5006275,Paraíso das Águas,4.2,5150
2015,5006309,Paranaíba,3.4,41495
2015,5006358,Paranhos,3,13494
2015,5006408,Pedro Gomes,4.4,7794
2015,5006606,Ponta Porã,4.2,86717
2015,5006903,Porto Murtinho,4,16514
2015,5007109,Ribas do Rio Pardo,3.9,23167
2015,5007208,Rio Brilhante,4.1,34776
2015,5007307,Rio Negro,3.1,4910
2015,5007406,Rio Verde de Mato Grosso,3.3,19462
2015,5007505,Rochedo,4.9,5252
2015,5007554,Santa Rita do Pardo,3.5,7633
2015,5007695,São Gabriel do Oeste,4.9,24982
2015,5007703,Sete Quedas,4.6,10832
2015,5007802,Selvíria,3.5,6455
2015,5007901,Sidrolândia,4.4,51355
2015,5007935,Sonora,4.3,17483
2015,5007950,Tacuru,3.7,11035
2015,5007976,Taquarussu,4.6,3570
2015,5008008,Terenos,4.6,19914
2015,5008305,Três Lagoas,3.9,113619
2015,5008404,Vicentina,4.9,6027
2015,5100102,Acorizal,4.2,5362
2015,5100201,Água Boa,4.9,23551
2015,5100250,Alta Floresta,4.7,49991
2015,5100300,Alto Araguaia,4.6,17509
2015,5100359,Alto Boa Vista,4.9,6146
2015,5100409,Alto Garças,4.1,11229
2015,5100508,Alto Paraguai,3.5,10704
2015,5100607,Alto Taquari,4.4,9674
2015,5100805,Apiacás,4.6,9400
2015,5101001,Araguaiana,4,3083
2015,5101209,Araguainha,,976
2015,5101258,Araputanga,4.9,16047
2015,5101308,Arenápolis,4.6,9699
2015,5101407,Aripuanã,4.4,20657
2015,5101605,Barão de Melgaço,3.8,7526
2015,5101704,Barra do Bugres,4.4,33700
2015,5101803,Barra do Garças,4.5,58398
2015,5101852,Bom Jesus do Araguaia,3.8,6018
2015,5101902,Brasnorte,4,17815
2015,5102504,Cáceres,4.3,90518
2015,5102603,Campinápolis,3.6,15112
2015,5102637,Campo Novo do Parecis,4.7,31985
2015,5102678,Campo Verde,4.5,37989
2015,5102686,Campos de Júlio,4.8,6155
2015,5102694,Canabrava do Norte,4.4,4678
2015,5102702,Canarana,4.3,20208
2015,5102793,Carlinda,5.1,10364
2015,5102850,Castanheira,4.4,8405
2015,5103007,Chapada dos Guimarães,4.3,18699
2015,5103056,Cláudia,4.2,11546
2015,5103106,Cocalinho,4,5530
2015,5103205,Colíder,4.6,31895
2015,5103254,Colniza,4.4,33575
2015,5103304,Comodoro,4.5,19536
2015,5103353,Confresa,4.4,28339
2015,5103361,Conquista D&apos;Oeste,4.8,3737
2015,5103379,Cotriguaçu,4.5,17716
2015,5103403,Cuiabá,4.3,580489
2015,5103437,Curvelândia,4.2,5006
2015,5103452,Denise,4.4,8975
2015,5103502,Diamantino,4.8,21064
2015,5103601,Dom Aquino,4.7,8032
2015,5103700,Feliz Natal,4.2,12782
2015,5103809,Figueirópolis D&apos;Oeste,5,3549
2015,5103858,Gaúcha do Norte,4.4,7036
2015,5103908,General Carneiro,3.7,5318
2015,5103957,Glória D&apos;Oeste,4.4,3023
2015,5104104,Guarantã do Norte,5.2,33929
2015,5104203,Guiratinga,4.4,14496
2015,5104500,Indiavaí,4,2543
2015,5104526,Ipiranga do Norte,5.1,6629
2015,5104542,Itanhangá,4.7,6103
2015,5104559,Itaúba,3.9,4013
2015,5104609,Itiquira,4.3,12472
2015,5104807,Jaciara,4.8,26401
2015,5104906,Jangada,4.5,7925
2015,5105002,Jauru,4.5,9241
2015,5105101,Juara,4.8,33610
2015,5105150,Juína,4.8,39688
2015,5105176,Juruena,4.4,13933
2015,5105200,Juscimeira,4.7,11107
2015,5105234,Lambari D&apos;Oeste,4.1,5767
2015,5105259,Lucas do Rio Verde,5.2,57285
2015,5105309,Luciara,3.9,2094
2015,5105507,Vila Bela da Santíssima Trindade,3.7,15274
2015,5105580,Marcelândia,4.5,10861
2015,5105606,Matupá,4.6,15433
2015,5105622,Mirassol d&apos;Oeste,4.5,26369
2015,5105903,Nobres,4.3,14959
2015,5106000,Nortelândia,5,6048
2015,5106109,Nossa Senhora do Livramento,4,11393
2015,5106158,Nova Bandeirantes,4.8,13729
2015,5106174,Nova Nazaré,,3491
2015,5106182,Nova Lacerda,5.2,6052
2015,5106190,Nova Santa Helena,4.2,3566
2015,5106208,Nova Brasilândia,3.9,4029
2015,5106216,Nova Canaã do Norte,4.7,12365
2015,5106224,Nova Mutum,4.8,39712
2015,5106232,Nova Olímpia,4.4,18965
2015,5106240,Nova Ubiratã,4.1,10801
2015,5106257,Nova Xavantina,4.3,20399
2015,5106265,Novo Mundo,4.7,8364
2015,5106273,Novo Horizonte do Norte,4.6,3845
2015,5106281,Novo São Joaquim,4.7,5323
2015,5106299,Paranaíta,4.7,10844
2015,5106307,Paranatinga,4.4,21014
2015,5106315,Novo Santo Antônio,,2369
2015,5106372,Pedra Preta,4.5,16674
2015,5106422,Peixoto de Azevedo,4.4,32818
2015,5106455,Planalto da Serra,4.5,2647
2015,5106505,Poconé,3.6,32131
2015,5106653,Pontal do Araguaia,4.3,6128
2015,5106703,Ponte Branca,4.6,1618
2015,5106752,Pontes e Lacerda,4.7,43235
2015,5106778,Porto Alegre do Norte,4.2,11674
2015,5106802,Porto dos Gaúchos,4.8,5334
2015,5106828,Porto Esperidião,4.6,11464
2015,5106851,Porto Estrela,3.9,3158
2015,5107008,Poxoréo,4.5,16441
2015,5107040,Primavera do Leste,4.5,57423
2015,5107065,Querência,4.6,15597
2015,5107107,São José dos Quatro Marcos,4.7,18622
2015,5107156,Reserva do Cabaçal,4.5,2630
2015,5107180,Ribeirão Cascalheira,4.4,9562
2015,5107198,Ribeirãozinho,5.1,2290
2015,5107206,Rio Branco,4.3,5044
2015,5107248,Santa Carmem,4.8,4292
2015,5107263,Santo Afonso,4,3038
2015,5107297,São José do Povo,4.5,3823
2015,5107305,São José do Rio Claro,4.7,19052
2015,5107354,São José do Xingu,4.2,5375
2015,5107404,São Pedro da Cipa,4.2,4444
2015,5107578,Rondolândia,4,3792
2015,5107602,Rondonópolis,4.7,215320
2015,5107701,Rosário Oeste,3.8,17161
2015,5107743,Santa Cruz do Xingu,3.9,2284
2015,5107750,Salto do Céu,4.9,3502
2015,5107768,Santa Rita do Trivelato,5.3,3036
2015,5107776,Santa Terezinha,4,7883
2015,5107792,Santo Antônio do Leste,4.5,4591
2015,5107800,Santo Antônio do Leverger,3.9,19257
2015,5107859,São Félix do Araguaia,3.9,11125
2015,5107875,Sapezal,4.2,22665
2015,5107883,Serra Nova Dourada,,1520
2015,5107909,Sinop,4.6,129916
2015,5107925,Sorriso,4.5,80298
2015,5107941,Tabaporã,4.7,9489
2015,5107958,Tangará da Serra,5,94289
2015,5108006,Tapurah,4.4,12305
2015,5108055,Terra Nova do Norte,4.5,10167
2015,5108105,Tesouro,,3513
2015,5108204,Torixoréu,4.8,3713
2015,5108303,União do Sul,4.6,3551
2015,5108352,Vale de São Domingos,,3040
2015,5108402,Várzea Grande,4.1,268594
2015,5108501,Vera,4.2,10736
2015,5108600,Vila Rica,4.1,23937
2015,5108808,Nova Guarita,4.5,4590
2015,5108857,Nova Marilândia,4.8,3107
2015,5108907,Nova Maringá,4.8,7764
2015,5108956,Nova Monte Verde,4.7,8640
2015,5200050,Abadia de Goiás,4.4,7895
2015,5200100,Abadiânia,4.9,18069
2015,5200134,Acreúna,4.8,21730
2015,5200159,Adelândia,4.3,2557
2015,5200175,Água Fria de Goiás,4.7,5507
2015,5200209,Água Limpa,3.8,1993
2015,5200258,Águas Lindas de Goiás,3.4,187072
2015,5200308,Alexânia,4.3,26135
2015,5200506,Aloândia,5.5,2079
2015,5200555,Alto Horizonte,5.1,5470
2015,5200605,Alto Paraíso de Goiás,5,7391
2015,5200803,Alvorada do Norte,4.8,8549
2015,5200829,Amaralina,4.5,3691
2015,5200852,Americano do Brasil,5.8,5918
2015,5200902,Amorinópolis,5,3487
2015,5201108,Anápolis,4.9,366491
2015,5201207,Anhanguera,,1104
2015,5201306,Anicuns,5.7,21478
2015,5201405,Aparecida de Goiânia,4.2,521910
2015,5201454,Aparecida do Rio Doce,5,2510
2015,5201504,Aporé,4.8,4077
2015,5201603,Araçu,5.2,3776
2015,5201702,Aragarças,4.5,19583
2015,5201801,Aragoiânia,3.7,9444
2015,5202155,Araguapaz,4.2,7818
2015,5202353,Arenópolis,5,3066
2015,5202502,Aruanã,5.3,8746
2015,5202601,Aurilândia,,3508
2015,5202809,Avelinópolis,5.5,2499
2015,5203104,Baliza,,4443
2015,5203203,Barro Alto,4.9,10031
2015,5203302,Bela Vista de Goiás,4.4,27628
2015,5203401,Bom Jardim de Goiás,4.2,8826
2015,5203500,Bom Jesus de Goiás,5.1,23257
2015,5203559,Bonfinópolis,4,8694
2015,5203575,Bonópolis,4.5,3994
2015,5203609,Brazabrantes,5,3526
2015,5203807,Britânia,4.6,5772
2015,5203906,Buriti Alegre,5.4,9467
2015,5203939,Buriti de Goiás,5.7,2595
2015,5203962,Buritinópolis,4.3,3394
2015,5204003,Cabeceiras,4.7,7829
2015,5204102,Cachoeira Alta,4.8,11683
2015,5204201,Cachoeira de Goiás,5.6,1425
2015,5204250,Cachoeira Dourada,4.8,8384
2015,5204300,Caçu,5.1,14837
2015,5204409,Caiapônia,5.2,18148
2015,5204508,Caldas Novas,4.9,81477
2015,5204557,Caldazinha,4.1,3624
2015,5204607,Campestre de Goiás,4.3,3581
2015,5204656,Campinaçu,4.7,3743
2015,5204706,Campinorte,4.9,12071
2015,5204805,Campo Alegre de Goiás,4.6,6896
2015,5204854,Campo Limpo de Goiás,3.8,7090
2015,5204904,Campos Belos,4.6,19540
2015,5204953,Campos Verdes,5.1,3870
2015,5205000,Carmo do Rio Verde,5.2,9671
2015,5205059,Castelândia,4.4,3642
2015,5205109,Catalão,4.9,98737
2015,5205208,Caturaí,5.2,4977
2015,5205307,Cavalcante,4.2,9775
2015,5205406,Ceres,5.1,21909
2015,5205455,Cezarina,4.1,8210
2015,5205471,Chapadão do Céu,5.7,8589
2015,5205497,Cidade Ocidental,4.1,64229
2015,5205513,Cocalzinho de Goiás,3.7,19115
2015,5205521,Colinas do Sul,4.6,3551
2015,5205703,Córrego do Ouro,5.7,2564
2015,5205802,Corumbá de Goiás,4.7,10961
2015,5205901,Corumbaíba,5,9077
2015,5206206,Cristalina,4.4,53300
2015,5206305,Cristianópolis,4.6,3023
2015,5206404,Crixás,5.2,16695
2015,5206503,Cromínia,4.1,3616
2015,5206602,Cumari,5.9,2992
2015,5206701,Damianópolis,5.1,3385
2015,5206800,Damolândia,5,2903
2015,5206909,Davinópolis,4.4,2126
2015,5207105,Diorama,5.3,2545
2015,5207253,Doverlândia,5.3,7842
2015,5207352,Edealina,4.5,3814
2015,5207402,Edéia,4.9,12047
2015,5207501,Estrela do Norte,,3386
2015,5207535,Faina,4.8,7004
2015,5207600,Fazenda Nova,6,6181
2015,5207808,Firminópolis,4.7,12640
2015,5207907,Flores de Goiás,4,14372
2015,5208004,Formosa,4.3,112236
2015,5208103,Formoso,5.2,4726
2015,5208152,Gameleira de Goiás,5.3,3664
2015,5208301,Divinópolis de Goiás,4,5020
2015,5208400,Goianápolis,5,11024
2015,5208509,Goiandira,4.9,5549
2015,5208608,Goianésia,5.6,65767
2015,5208707,Goiânia,4.9,1430697
2015,5208806,Goianira,4.3,39484
2015,5208905,Goiás,4.8,24439
2015,5209101,Goiatuba,4.7,34043
2015,5209150,Gouvelândia,5.3,5499
2015,5209200,Guapó,4.9,14441
2015,5209291,Guaraíta,5.8,2268
2015,5209408,Guarani de Goiás,4.6,4204
2015,5209457,Guarinos,5.8,2134
2015,5209606,Heitoraí,4.8,3731
2015,5209705,Hidrolândia,4,19761
2015,5209804,Hidrolina,4.9,3927
2015,5209903,Iaciara,4.9,13423
2015,5209937,Inaciolândia,4.5,6066
2015,5209952,Indiara,4.7,14895
2015,5210000,Inhumas,5.2,51543
2015,5210109,Ipameri,4.5,26373
2015,5210158,Ipiranga de Goiás,5.4,2940
2015,5210208,Iporá,5.2,32194
2015,5210307,Israelândia,4.5,2923
2015,5210406,Itaberaí,5.1,39629
2015,5210562,Itaguari,5.4,4703
2015,5210604,Itaguaru,4.8,5488
2015,5210802,Itajá,4.6,4961
2015,5210901,Itapaci,4.5,20945
2015,5211008,Itapirapuã,5,6776
2015,5211206,Itapuranga,5.1,26639
2015,5211305,Itarumã,4.7,6853
2015,5211404,Itauçu,5,8957
2015,5211503,Itumbiara,5.2,100548
